path,cve
lib/freetype/src/autofit/afblue.dat,5.6_018
lib/freetype/src/autofit/afblue.h,5.6_018
lib/freetype/src/autofit/afblue.hin,5.6_018
lib/freetype/src/autofit/afcjk.c,5.6_018
lib/freetype/src/autofit/afcjk.h,5.6_018
lib/freetype/src/autofit/aflatin.c,5.6_018
lib/freetype/src/base/ftbitmap.c,5.6_018
lib/freetype/src/base/ftmac.c,5.6_018
lib/freetype/src/base/ftobjs.c,5.6_018
lib/freetype/src/base/ftoutln.c,5.6_018
lib/freetype/src/bdf/bdflib.c,5.6_018
lib/freetype/src/cache/ftcsbits.c,5.6_018
lib/freetype/src/cff/cf2ft.c,5.6_018
lib/freetype/src/cff/cf2hints.c,5.6_018
lib/freetype/src/cff/cf2intrp.c,5.6_018
lib/freetype/src/pcf/pcfread.c,5.6_018
lib/freetype/src/raster/ftraster.c,5.6_018
lib/freetype/src/sfnt/pngshim.c,5.6_018
lib/freetype/src/sfnt/sfobjs.c,5.6_018
lib/freetype/src/sfnt/ttcmap.c,5.6_018
lib/freetype/src/sfnt/ttkern.c,5.6_018
lib/freetype/src/sfnt/ttload.c,5.6_018
lib/freetype/src/sfnt/ttsbit.c,5.6_018
lib/freetype/src/truetype/ttpload.c,5.6_018
lib/freetype/src/type1/t1load.c,5.6_018
lib/freetype/src/type42/t42objs.c,5.6_018
lib/freetype/src/type42/t42parse.c,5.6_018
usr.bin/patch/pch.c,5.6_030
sys/kern/exec_elf.c,5.6_023
usr.bin/patch/common.h,5.6_029
usr.bin/patch/inp.c,5.6_029
usr.bin/patch/patch.1,5.6_029
usr.bin/patch/pch.c,5.6_029
usr.bin/patch/util.c,5.6_029
usr.bin/patch/util.h,5.6_029
usr.sbin/smtpd/control.c,5.6_031
usr.sbin/smtpd/lka.c,5.6_031
usr.sbin/smtpd/lka_session.c,5.6_031
usr.sbin/smtpd/mproc.c,5.6_031
usr.sbin/smtpd/mta_session.c,5.6_031
usr.sbin/smtpd/smtp_session.c,5.6_031
usr.sbin/smtpd/smtpd.c,5.6_031
usr.sbin/smtpd/util.c,5.6_031
sys/netinet6/ip6_output.c,3.4_011
kerberosV/src/kdc/config.c,3.4_022
kerberosV/src/kdc/kdc.8,3.4_022
kerberosV/src/kdc/kdc_locl.h,3.4_022
kerberosV/src/kdc/kerberos5.c,3.4_022
kerberosV/src/lib/krb5/krb5-protos.h,3.4_022
kerberosV/src/lib/krb5/rd_req.c,3.4_022
kerberosV/src/lib/krb5/transited.c,3.4_022
sys/miscfs/procfs/procfs_cmdline.c,3.4_020
sys/miscfs/procfs/procfs_fpregs.c,3.4_020
sys/miscfs/procfs/procfs_linux.c,3.4_020
sys/miscfs/procfs/procfs_regs.c,3.4_020
sys/miscfs/procfs/procfs_status.c,3.4_020
sys/miscfs/procfs/procfs_subr.c,3.4_020
sys/kern/sysv_shm.c,3.4_010
sbin/isakmpd/ike_phase_1.c,3.4_024
sbin/isakmpd/ike_quick_mode.c,3.4_024
sbin/isakmpd/ipsec.c,3.4_024
sbin/isakmpd/message.c,3.4_024
sbin/isakmpd/message.h,3.4_024
usr.sbin/httpd/src/include/http_core.h,3.4_025
usr.sbin/httpd/src/include/httpd.h,3.4_025
usr.sbin/httpd/src/main/http_core.c,3.4_025
usr.sbin/httpd/src/main/http_log.c,3.4_025
usr.sbin/httpd/src/main/http_protocol.c,3.4_025
usr.sbin/httpd/src/main/util.c,3.4_025
usr.sbin/httpd/src/modules/proxy/proxy_http.c,3.4_025
usr.sbin/httpd/src/modules/ssl/mod_ssl.h,3.4_025
usr.sbin/httpd/src/modules/ssl/ssl_engine_kernel.c,3.4_025
usr.sbin/httpd/src/modules/ssl/ssl_engine_rand.c,3.4_025
usr.sbin/httpd/src/modules/ssl/ssl_util.c,3.4_025
usr.sbin/httpd/src/modules/standard/mod_digest.c,3.4_025
gnu/usr.bin/cvs/src/client.c,3.4_017
gnu/usr.bin/cvs/src/modules.c,3.4_017
usr.sbin/httpd/src/modules/standard/mod_access.c,3.4_014
gnu/usr.bin/cvs/src/server.c,3.4_021
lib/libssl/src/crypto/asn1/asn1_lib.c,3.4_002
lib/libssl/src/crypto/asn1/tasn_dec.c,3.4_002
lib/libssl/src/crypto/x509/x509_vfy.c,3.4_002
lib/libssl/src/ssl/s3_clnt.c,3.4_002
lib/libssl/src/ssl/s3_srvr.c,3.4_002
sbin/isakmpd/crypto.c,3.4_009
sbin/isakmpd/crypto.h,3.4_009
sbin/isakmpd/exchange.c,3.4_009
sbin/isakmpd/ipsec.c,3.4_009
sbin/isakmpd/message.c,3.4_009
sys/compat/ibcs2/ibcs2_exec.c,3.4_006
sys/net/pfkeyv2.c,3.4_035
xc/extras/Xpm/lib/Attrib.c,3.4_030
xc/extras/Xpm/lib/CrDatFrI.c,3.4_030
xc/extras/Xpm/lib/WrFFrI.c,3.4_030
xc/extras/Xpm/lib/XpmI.h,3.4_030
xc/extras/Xpm/lib/create.c,3.4_030
xc/extras/Xpm/lib/data.c,3.4_030
xc/extras/Xpm/lib/hashtab.c,3.4_030
xc/extras/Xpm/lib/parse.c,3.4_030
xc/extras/Xpm/lib/scan.c,3.4_030
xc/lib/Xpm/Imakefile,3.4_030
gnu/usr.bin/cvs/lib/xsize.h,3.4_023
gnu/usr.bin/cvs/src/commit.c,3.4_023
gnu/usr.bin/cvs/src/cvs.h,3.4_023
gnu/usr.bin/cvs/src/filesubr.c,3.4_023
gnu/usr.bin/cvs/src/history.c,3.4_023
gnu/usr.bin/cvs/src/server.c,3.4_023
gnu/usr.bin/cvs/src/wrapper.c,3.4_023
usr.sbin/httpd/src/modules/standard/mod_rewrite.c,3.4_029
libexec/login_radius/raddauth.c,3.4_031
lib/libssl/src/crypto/mem.c,5.0_002
lib/libssl/src/crypto/asn1/a_d2i_fp.c,5.0_002
lib/libssl/src/crypto/buffer/buffer.c,5.0_002
sys/dev/ic/sti.c,6.1_011
sys/kern/kern_descrip.c,6.1_022
lib/freetype/src/psaux/psobjs.c,6.1_007
lib/freetype/src/psaux/t1decode.c,6.1_007
sys/kern/uipc_syscalls.c,6.1_020
gnu/usr.bin/perl/cpan/File-Path/lib/File/Path.pm,6.1_010
sys/kern/uipc_socket.c,6.1_024
gnu/usr.bin/perl/regcomp.c,6.1_028
sys/net80211/ieee80211_ioctl.c,6.1_025
sys/net80211/ieee80211_pae_input.c,6.1_025
sys/kern/vfs_getcwd.c,6.1_017
gnu/usr.bin/perl/pp_pack.c,6.1_039
gnu/usr.bin/perl/regcomp.c,6.1_039
gnu/usr.bin/perl/regexec.c,6.1_039
gnu/usr.bin/perl/t/lib/warnings/regexec,6.1_039
gnu/usr.bin/perl/t/op/pack.t,6.1_039
sys/kern/sys_process.c,6.1_021
lib/libcrypto/x509/x509_vfy.c,6.1_003
sys/arch/amd64/amd64/fpu.c,6.1_002
sys/arch/amd64/amd64/vmm.c,6.1_002
sys/arch/amd64/amd64/vmm_support.S,6.1_002
sys/arch/amd64/include/cpufunc.h,6.1_002
sys/arch/amd64/include/fpu.h,6.1_002
sys/arch/amd64/include/vmmvar.h,6.1_002
sys/net80211/ieee80211_crypto.c,6.1_027
sys/net80211/ieee80211_crypto.h,6.1_027
sys/net80211/ieee80211_node.c,6.1_027
sys/net80211/ieee80211_node.h,6.1_027
sys/net80211/ieee80211_pae_input.c,6.1_027
sys/net80211/ieee80211_proto.c,6.1_027
sys/netinet/tcp_usrreq.c,6.1_019
sys/arch/amd64/amd64/cpu.c,6.1_037
sys/arch/amd64/amd64/gdt.c,6.1_037
sys/arch/amd64/amd64/genassym.cf,6.1_037
sys/arch/amd64/amd64/identcpu.c,6.1_037
sys/arch/amd64/amd64/lapic.c,6.1_037
sys/arch/amd64/amd64/locore.S,6.1_037
sys/arch/amd64/amd64/machdep.c,6.1_037
sys/arch/amd64/amd64/pmap.c,6.1_037
sys/arch/amd64/amd64/spl.S,6.1_037
sys/arch/amd64/amd64/trap.c,6.1_037
sys/arch/amd64/amd64/vector.S,6.1_037
sys/arch/amd64/conf/ld.script,6.1_037
sys/arch/amd64/include/asm.h,6.1_037
sys/arch/amd64/include/cpu.h,6.1_037
sys/arch/amd64/include/cpu_full.h,6.1_037
sys/arch/amd64/include/cpufunc.h,6.1_037
sys/arch/amd64/include/frame.h,6.1_037
sys/arch/amd64/include/frameasm.h,6.1_037
sys/arch/amd64/include/gdt.h,6.1_037
sys/arch/amd64/include/pmap.h,6.1_037
sys/arch/amd64/include/pte.h,6.1_037
sys/arch/amd64/include/specialreg.h,6.1_037
distrib/sets/lists/comp/md.amd64,6.1_037
sys/arch/amd64/amd64/copy.S,6.1_026
sys/arch/amd64/amd64/cpu.c,6.1_026
sys/arch/amd64/amd64/trap.c,6.1_026
sys/arch/amd64/amd64/vector.S,6.1_026
sys/arch/amd64/include/codepatch.h,6.1_026
sys/arch/i386/i386/locore.s,6.1_026
sys/arch/i386/i386/trap.c,6.1_026
sys/kern/uipc_syscalls.c,6.1_018
sys/net/if_etherip.c,6.1_036
sys/kern/exec_subr.c,6.1_008
sys/arch/amd64/amd64/fpu.c,6.1_031
sys/arch/amd64/amd64/locore.S,6.1_031
sys/arch/amd64/amd64/trap.c,6.1_031
sys/arch/amd64/amd64/vector.S,6.1_031
usr.bin/ssh/misc.c,3.7_011
usr.bin/ssh/misc.h,3.7_011
usr.bin/ssh/scp.c,3.7_011
usr.bin/ssh/sftp.c,3.7_011
gnu/usr.bin/perl/globvar.sym,3.7_007
gnu/usr.bin/perl/makedef.pl,3.7_007
gnu/usr.bin/perl/op.c,3.7_007
gnu/usr.bin/perl/opcode.h,3.7_007
gnu/usr.bin/perl/opcode.pl,3.7_007
gnu/usr.bin/perl/patchlevel.h,3.7_007
gnu/usr.bin/perl/perl.h,3.7_007
gnu/usr.bin/perl/sv.c,3.7_007
gnu/usr.sbin/sendmail/libsm/fflush.c,3.7_012
gnu/usr.sbin/sendmail/libsm/local.h,3.7_012
gnu/usr.sbin/sendmail/libsm/refill.c,3.7_012
gnu/usr.sbin/sendmail/sendmail/collect.c,3.7_012
gnu/usr.sbin/sendmail/sendmail/conf.c,3.7_012
gnu/usr.sbin/sendmail/sendmail/deliver.c,3.7_012
gnu/usr.sbin/sendmail/sendmail/headers.c,3.7_012
gnu/usr.sbin/sendmail/sendmail/mime.c,3.7_012
gnu/usr.sbin/sendmail/sendmail/parseaddr.c,3.7_012
gnu/usr.sbin/sendmail/sendmail/savemail.c,3.7_012
gnu/usr.sbin/sendmail/sendmail/sendmail.h,3.7_012
gnu/usr.sbin/sendmail/sendmail/sfsasl.c,3.7_012
gnu/usr.sbin/sendmail/sendmail/sfsasl.h,3.7_012
gnu/usr.sbin/sendmail/sendmail/srvrsmtp.c,3.7_012
gnu/usr.sbin/sendmail/sendmail/usersmtp.c,3.7_012
gnu/usr.sbin/sendmail/sendmail/util.c,3.7_012
lib/libz/inftrees.c,3.7_004
sys/lib/libz/inftrees.c,3.7_004
usr.bin/sudo/parse.yacc,3.7_003
usr.bin/sudo/sudo.c,3.7_003
usr.bin/sudo/version.h,3.7_003
xc/programs/Xserver/render/mitri.c,3.7_013
lib/libz/inftrees.h,3.7_005
sys/lib/libz/inftrees.h,3.7_005
gnu/usr.bin/cvs/src/login.c,3.7_001
gnu/usr.bin/cvs/src/patch.c,3.7_001
gnu/usr.bin/cvs/src/rcs.c,3.7_001
sys/sys/proc.h,3.7_008
sys/kern/kern_descrip.c,3.7_008
sys/kern/kern_exec.c,3.7_008
usr.sbin/authpf/authpf.c,3.7_008
lib/libssl/src/crypto/mem.c,5.1_001
lib/libssl/src/crypto/asn1/a_d2i_fp.c,5.1_001
lib/libssl/src/crypto/buffer/buffer.c,5.1_001
gnu/usr.bin/perl/pp_pack.c,6.2_011
gnu/usr.bin/perl/regcomp.c,6.2_011
gnu/usr.bin/perl/regexec.c,6.2_011
gnu/usr.bin/perl/t/lib/warnings/regexec,6.2_011
gnu/usr.bin/perl/t/op/pack.t,6.2_011
sys/arch/amd64/amd64/vm_machdep.c,6.2_022
sys/net/if_etherip.c,6.2_007
sys/arch/i386/i386/gdt.c,6.2_020
sys/arch/amd64/amd64/vmm_support.S,6.2_024
sys/arch/amd64/amd64/acpi_machdep.c,6.2_017
sys/arch/amd64/amd64/acpi_wakecode.S,6.2_017
sys/arch/amd64/amd64/aesni.c,6.2_017
sys/arch/amd64/amd64/autoconf.c,6.2_017
sys/arch/amd64/amd64/cpu.c,6.2_017
sys/arch/amd64/amd64/db_interface.c,6.2_017
sys/arch/amd64/amd64/fpu.c,6.2_017
sys/arch/amd64/amd64/genassym.cf,6.2_017
sys/arch/amd64/amd64/identcpu.c,6.2_017
sys/arch/amd64/amd64/ipifuncs.c,6.2_017
sys/arch/amd64/amd64/locore.S,6.2_017
sys/arch/amd64/amd64/locore0.S,6.2_017
sys/arch/amd64/amd64/machdep.c,6.2_017
sys/arch/amd64/amd64/mptramp.S,6.2_017
sys/arch/amd64/amd64/process_machdep.c,6.2_017
sys/arch/amd64/amd64/spl.S,6.2_017
sys/arch/amd64/amd64/trap.c,6.2_017
sys/arch/amd64/amd64/vector.S,6.2_017
sys/arch/amd64/amd64/via.c,6.2_017
sys/arch/amd64/amd64/vm_machdep.c,6.2_017
sys/arch/amd64/amd64/vmm.c,6.2_017
sys/arch/amd64/include/codepatch.h,6.2_017
sys/arch/amd64/include/cpu.h,6.2_017
sys/arch/amd64/include/fpu.h,6.2_017
sys/arch/amd64/include/intrdefs.h,6.2_017
sys/arch/amd64/include/pcb.h,6.2_017
sys/arch/amd64/include/proc.h,6.2_017
sys/arch/amd64/include/specialreg.h,6.2_017
gnu/usr.bin/perl/cpan/Archive-Tar/lib/Archive/Tar.pm,6.2_016
lib/libcrypto/dsa/dsa_ossl.c,6.2_015
lib/libcrypto/ecdsa/ecs_ossl.c,6.2_015
sys/kern/kern_ktrace.c,6.2_002
sys/arch/amd64/amd64/identcpu.c,6.2_019
sys/arch/i386/i386/machdep.c,6.2_019
sys/arch/amd64/amd64/cpu.c,6.2_009
sys/arch/amd64/amd64/gdt.c,6.2_009
sys/arch/amd64/amd64/genassym.cf,6.2_009
sys/arch/amd64/amd64/identcpu.c,6.2_009
sys/arch/amd64/amd64/lapic.c,6.2_009
sys/arch/amd64/amd64/locore.S,6.2_009
sys/arch/amd64/amd64/locore0.S,6.2_009
sys/arch/amd64/amd64/machdep.c,6.2_009
sys/arch/amd64/amd64/pmap.c,6.2_009
sys/arch/amd64/amd64/spl.S,6.2_009
sys/arch/amd64/amd64/trap.c,6.2_009
sys/arch/amd64/amd64/vector.S,6.2_009
sys/arch/amd64/conf/ld.script,6.2_009
sys/arch/amd64/include/asm.h,6.2_009
sys/arch/amd64/include/cpu.h,6.2_009
sys/arch/amd64/include/cpu_full.h,6.2_009
sys/arch/amd64/include/cpufunc.h,6.2_009
sys/arch/amd64/include/frame.h,6.2_009
sys/arch/amd64/include/frameasm.h,6.2_009
sys/arch/amd64/include/gdt.h,6.2_009
sys/arch/amd64/include/pmap.h,6.2_009
sys/arch/amd64/include/pte.h,6.2_009
sys/arch/amd64/include/specialreg.h,6.2_009
distrib/sets/lists/comp/md.amd64,6.2_009
sys/arch/amd64/amd64/identcpu.c,6.2_023
sys/arch/amd64/amd64/vmm.c,6.2_023
sys/arch/amd64/amd64/vmm_support.S,6.2_023
sys/arch/amd64/include/cpu.h,6.2_023
sys/arch/amd64/include/specialreg.h,6.2_023
sys/arch/amd64/include/vmmvar.h,6.2_023
usr.sbin/unbound/validator/autotrust.c,6.2_008
usr.sbin/unbound/validator/autotrust.h,6.2_008
usr.sbin/unbound/validator/val_nsec.c,6.2_008
usr.sbin/unbound/validator/val_nsec.h,6.2_008
usr.sbin/unbound/validator/val_nsec3.c,6.2_008
usr.sbin/unbound/validator/val_nsec3.h,6.2_008
usr.sbin/unbound/validator/val_sigcrypt.c,6.2_008
usr.sbin/unbound/validator/val_sigcrypt.h,6.2_008
usr.sbin/unbound/validator/val_utils.c,6.2_008
usr.sbin/unbound/validator/val_utils.h,6.2_008
usr.sbin/unbound/validator/validator.c,6.2_008
lib/libssl/src/crypto/rsa/rsa_eay.c,3.2_011
lib/libssl/src/crypto/rsa/rsa_lib.c,3.2_011
lib/libssl/src/crypto/mem.c,3.2_007
lib/libssl/src/ssl/s3_pkt.c,3.2_007
lib/libssl/src/crypto/asn1/asn1_lib.c,3.2_020
lib/libssl/src/crypto/asn1/tasn_dec.c,3.2_020
lib/libssl/src/crypto/x509/x509_vfy.c,3.2_020
lib/libssl/src/ssl/s3_clnt.c,3.2_020
lib/libssl/src/ssl/s3_srvr.c,3.2_020
usr.sbin/lpr/common_source/rmjob.c,3.2_010
lib/libssl/src/ssl/s3_srvr.c,3.2_012
usr.bin/ssh/buffer.c,3.2_017
usr.bin/ssh/channels.c,3.2_017
gnu/usr.sbin/sendmail/cf/README,3.2_014
gnu/usr.sbin/sendmail/sendmail/README,3.2_014
gnu/usr.sbin/sendmail/sendmail/collect.c,3.2_014
gnu/usr.sbin/sendmail/sendmail/conf.c,3.2_014
gnu/usr.sbin/sendmail/sendmail/deliver.c,3.2_014
gnu/usr.sbin/sendmail/sendmail/parseaddr.c,3.2_014
gnu/usr.sbin/sendmail/sendmail/sm_resolve.c,3.2_016
lib/libc/stdlib/realpath.c,3.2_015
gnu/usr.sbin/sendmail/smrsh/smrsh.c,3.2_003
kerberosV/src/kdc/524.c,3.2_013
kerberosV/src/kdc/config.c,3.2_013
kerberosV/src/kdc/kdc.8,3.2_013
kerberosV/src/kdc/kdc_locl.h,3.2_013
kerberosV/src/kdc/kerberos4.c,3.2_013
sys/net/pf_norm.c,3.2_019
gnu/usr.sbin/sendmail/sendmail/headers.c,3.2_009
gnu/usr.sbin/sendmail/sendmail/main.c,3.2_009
gnu/usr.sbin/sendmail/sendmail/parseaddr.c,3.2_009
gnu/usr.sbin/sendmail/sendmail/sendmail.h,3.2_009
usr.sbin/named/Makefile,3.2_005
usr.sbin/named/libresolv/getnetnamadr.c,3.2_005
usr.sbin/named/named/Makefile,3.2_005
usr.sbin/named/named/db_defs.h,3.2_005
usr.sbin/named/named/ns_ncache.c,3.2_005
usr.sbin/named/named/ns_req.c,3.2_005
usr.sbin/named/named/ns_resp.c,3.2_005
usr.sbin/named/named/ns_udp.c,3.2_005
usr.sbin/named/named/version.c,3.2_005
usr.sbin/named/named-xfer/Makefile,3.2_005
gnu/usr.sbin/sendmail/sendmail/parseaddr.c,3.2_018
gnu/usr.bin/cvs/src/server.c,3.2_006
kerberosV/src/kadmin/version4.c,3.2_001
usr.sbin/httpd/src/main/http_main.c,3.2_008
usr.sbin/httpd/src/main/http_protocol.c,3.2_008
sys/kern/sys_generic.c,2.6_011
xlock/resource.c,2.6_022
usr.sbin/sendmail/src/main.c,2.6_010
sys/kern/sysv_sem.c,2.6_024
sys/net/if.c,2.6_002
sys/kern/kern_exec.c,2.6_018
sys/netinet/ipl.h,2.6_023
sys/netinet/fil.c,2.6_023
sys/netinet/ip_auth.c,2.6_023
sys/netinet/ip_auth.h,2.6_023
sys/netinet/ip_fil_compat.h,2.6_023
sys/netinet/ip_fil.h,2.6_023
sys/netinet/ip_fil.c,2.6_023
sys/netinet/ip_frag.c,2.6_023
sys/netinet/ip_frag.h,2.6_023
sys/netinet/ip_ftp_pxy.c,2.6_023
sys/netinet/ip_log.c,2.6_023
sys/netinet/ip_nat.c,2.6_023
sys/netinet/ip_nat.h,2.6_023
sys/netinet/ip_proxy.c,2.6_023
sys/netinet/ip_proxy.h,2.6_023
sys/netinet/ip_raudio_pxy.c,2.6_023
sys/netinet/ip_rcmd_pxy.c,2.6_023
sys/netinet/ip_state.c,2.6_023
sys/netinet/ip_state.h,2.6_023
sbin/ipf/Makefile,2.6_023
sbin/ipf/ipf.c,2.6_023
sbin/ipf/ipf.h,2.6_023
sbin/ipf/opt.c,2.6_023
sbin/ipf/parse.c,2.6_023
sbin/ipf/facpri.h,2.6_023
sbin/ipf/facpri.c,2.6_023
sbin/ipf/ifaddr.c,2.6_023
sbin/ipf/ifaddr.h,2.6_023
sbin/ipf/HISTORY,2.6_023
sbin/ipnat/Makefile,2.6_023
sbin/ipnat/ipnat.c,2.6_023
sbin/ipnat/natparse.c,2.6_023
sbin/ipfstat/Makefile,2.6_023
sbin/ipfstat/fils.c,2.6_023
sbin/ipfstat/kmem.c,2.6_023
sbin/ipfstat/kmem.h,2.6_023
usr.sbin/ipmon/ipmon.c,2.6_023
usr.sbin/ipftest/Makefile,2.6_023
usr.sbin/ipftest/ipft_ef.c,2.6_023
usr.sbin/ipftest/ipft_pc.c,2.6_023
usr.sbin/ipftest/ipft_td.c,2.6_023
usr.sbin/ipftest/ipt.h,2.6_023
usr.sbin/ipftest/snoop.h,2.6_023
usr.sbin/ipftest/ipft_hx.c,2.6_023
usr.sbin/ipftest/ipft_sn.c,2.6_023
usr.sbin/ipftest/ipft_tx.c,2.6_023
usr.sbin/ipftest/ipt.c,2.6_023
usr.sbin/ipftest/misc.c,2.6_023
usr.sbin/ipftest/pcap.h,2.6_023
sys/arch/i386/i386/sys_machdep.c,2.8_022
gnu/usr.bin/binutils/readline/history.c,2.8_024
gnu/usr.sbin/sendmail/KNOWNBUGS,2.8_028
gnu/usr.sbin/sendmail/LICENSE,2.8_028
gnu/usr.sbin/sendmail/README,2.8_028
gnu/usr.sbin/sendmail/RELEASE_NOTES,2.8_028
gnu/usr.sbin/sendmail/cf/README,2.8_028
gnu/usr.sbin/sendmail/cf/cf/Makefile,2.8_028
gnu/usr.sbin/sendmail/cf/cf/knecht.mc,2.8_028
gnu/usr.sbin/sendmail/cf/cf/openbsd-proto.mc,2.8_028
gnu/usr.sbin/sendmail/cf/feature/dnsbl.m4,2.8_028
gnu/usr.sbin/sendmail/cf/feature/ldap_routing.m4,2.8_028
gnu/usr.sbin/sendmail/cf/feature/nullclient.m4,2.8_028
gnu/usr.sbin/sendmail/cf/m4/cfhead.m4,2.8_028
gnu/usr.sbin/sendmail/cf/m4/proto.m4,2.8_028
gnu/usr.sbin/sendmail/cf/m4/version.m4,2.8_028
gnu/usr.sbin/sendmail/cf/mailer/local.m4,2.8_028
gnu/usr.sbin/sendmail/cf/mailer/smtp.m4,2.8_028
gnu/usr.sbin/sendmail/contrib/bitdomain.c,2.8_028
gnu/usr.sbin/sendmail/contrib/domainmap.m4,2.8_028
gnu/usr.sbin/sendmail/contrib/passwd-to-alias.pl,2.8_028
gnu/usr.sbin/sendmail/contrib/qtool.8,2.8_028
gnu/usr.sbin/sendmail/contrib/qtool.pl,2.8_028
gnu/usr.sbin/sendmail/contrib/re-mqueue.pl,2.8_028
gnu/usr.sbin/sendmail/contrib/smcontrol.pl,2.8_028
gnu/usr.sbin/sendmail/doc/op/op.me,2.8_028
gnu/usr.sbin/sendmail/include/libmilter/mfapi.h,2.8_028
gnu/usr.sbin/sendmail/include/libmilter/milter.h,2.8_028
gnu/usr.sbin/sendmail/include/libsmdb/smdb.h,2.8_028
gnu/usr.sbin/sendmail/include/sendmail/pathnames.h,2.8_028
gnu/usr.sbin/sendmail/include/sendmail/sendmail.h,2.8_028
gnu/usr.sbin/sendmail/libmilter/README,2.8_028
gnu/usr.sbin/sendmail/libmilter/comm.c,2.8_028
gnu/usr.sbin/sendmail/libmilter/engine.c,2.8_028
gnu/usr.sbin/sendmail/libmilter/handler.c,2.8_028
gnu/usr.sbin/sendmail/libmilter/libmilter.h,2.8_028
gnu/usr.sbin/sendmail/libmilter/listener.c,2.8_028
gnu/usr.sbin/sendmail/libmilter/main.c,2.8_028
gnu/usr.sbin/sendmail/libmilter/signal.c,2.8_028
gnu/usr.sbin/sendmail/libmilter/sm_gethost.c,2.8_028
gnu/usr.sbin/sendmail/libmilter/smfi.c,2.8_028
gnu/usr.sbin/sendmail/libsmdb/smdb.c,2.8_028
gnu/usr.sbin/sendmail/libsmdb/smdb1.c,2.8_028
gnu/usr.sbin/sendmail/libsmdb/smdb2.c,2.8_028
gnu/usr.sbin/sendmail/libsmdb/smndbm.c,2.8_028
gnu/usr.sbin/sendmail/libsmutil/lockfile.c,2.8_028
gnu/usr.sbin/sendmail/libsmutil/safefile.c,2.8_028
gnu/usr.sbin/sendmail/libsmutil/snprintf.c,2.8_028
gnu/usr.sbin/sendmail/libsmutil/strl.c,2.8_028
gnu/usr.sbin/sendmail/mail.local/mail.local.8,2.8_028
gnu/usr.sbin/sendmail/mail.local/mail.local.c,2.8_028
gnu/usr.sbin/sendmail/mailstats/mailstats.8,2.8_028
gnu/usr.sbin/sendmail/mailstats/mailstats.c,2.8_028
gnu/usr.sbin/sendmail/makemap/makemap.8,2.8_028
gnu/usr.sbin/sendmail/makemap/makemap.c,2.8_028
gnu/usr.sbin/sendmail/praliases/praliases.c,2.8_028
gnu/usr.sbin/sendmail/rmail/rmail.8,2.8_028
gnu/usr.sbin/sendmail/rmail/rmail.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/Makefile,2.8_028
gnu/usr.sbin/sendmail/sendmail/README,2.8_028
gnu/usr.sbin/sendmail/sendmail/TRACEFLAGS,2.8_028
gnu/usr.sbin/sendmail/sendmail/alias.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/aliases,2.8_028
gnu/usr.sbin/sendmail/sendmail/aliases.5,2.8_028
gnu/usr.sbin/sendmail/sendmail/arpadate.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/bf.h,2.8_028
gnu/usr.sbin/sendmail/sendmail/bf_portable.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/bf_torek.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/clock.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/collect.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/conf.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/conf.h,2.8_028
gnu/usr.sbin/sendmail/sendmail/control.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/daemon.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/deliver.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/domain.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/envelope.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/err.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/headers.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/helpfile,2.8_028
gnu/usr.sbin/sendmail/sendmail/macro.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/mailq.1,2.8_028
gnu/usr.sbin/sendmail/sendmail/main.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/map.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/mci.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/milter.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/mime.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/newaliases.8,2.8_028
gnu/usr.sbin/sendmail/sendmail/parseaddr.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/queue.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/readcf.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/recipient.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/savemail.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/sendmail.8,2.8_028
gnu/usr.sbin/sendmail/sendmail/sendmail.h,2.8_028
gnu/usr.sbin/sendmail/sendmail/sfsasl.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/sfsasl.h,2.8_028
gnu/usr.sbin/sendmail/sendmail/shmticklib.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/srvrsmtp.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/stab.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/stats.c,2.8_028
gnu/usr.sbin/sendmail/sendmail/timers.c,2.8_028
